図鑑No,名前,系統,紫卵,特性,性格,素質,HP,MP,攻,守,素早,攻魔,回魔,器用
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,ちからじまん,特,767,223,646,398,561,127,105,329
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,ちからじまん,優,722,210,608,375,528,120,99,310
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,ちからじまん,並,677,197,570,351,495,112,93,291
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,いっぴきおおかみ,極,920,277,738,432,745,165,121,396
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,いっぴきおおかみ,超,847,255,679,397,685,152,112,364
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,いっぴきおおかみ,特,782,235,627,367,633,141,103,336
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,いっぴきおおかみ,優,736,222,590,346,596,132,97,317
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,いっぴきおおかみ,並,690,208,554,324,559,124,91,297
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,むっつりスケベ,極,903,268,695,464,766,153,127,437
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,むっつりスケベ,超,831,247,639,427,705,141,117,402
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,むっつりスケベ,特,767,228,591,394,651,130,108,372
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,むっつりスケベ,優,722,215,556,371,613,122,101,350
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,むっつりスケベ,並,677,201,521,348,575,115,95,328
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,おおぐらい,極,885,263,731,477,653,147,121,416
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,おおぐらい,超,814,242,672,439,601,135,112,383
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,おおぐらい,特,753,223,621,406,555,125,103,354
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,おおぐらい,優,708,210,585,382,522,117,97,333
10009,レッドパンサー,けもの系,10000歩,まれにバイシオン,おおぐらい,並,664,197,548,358,490,110,91,312
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ぬけめがない,極,821,343,334,462,640,643,185,490
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ぬけめがない,超,756,316,308,426,589,592,171,451
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ぬけめがない,特,698,292,284,393,544,547,158,417
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ぬけめがない,優,657,275,268,370,512,515,148,392
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ぬけめがない,並,616,258,251,347,480,483,139,368
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おせっかい,極,780,361,328,476,640,598,200,490
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おせっかい,超,718,332,302,438,589,551,184,451
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おせっかい,特,663,307,279,405,544,509,170,417
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おせっかい,優,624,289,262,381,512,479,160,392
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おせっかい,並,585,271,246,357,480,449,150,368
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ずのうめいせき,極,797,371,311,439,608,676,195,515
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ずのうめいせき,超,733,341,286,404,560,622,179,474
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ずのうめいせき,特,677,315,265,374,517,574,166,438
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ずのうめいせき,優,638,297,249,352,487,541,156,412
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ずのうめいせき,並,598,278,233,330,456,507,146,386
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,きれもの,極,797,361,318,439,672,695,173,515
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,きれもの,超,733,332,292,404,619,639,159,474
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,きれもの,特,677,307,270,374,572,591,147,438
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,きれもの,優,638,289,254,352,538,556,138,412
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,きれもの,並,598,271,238,330,504,521,130,386
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ちからじまん,極,846,319,355,476,596,611,176,456
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ちからじまん,超,778,294,326,438,548,562,162,420
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ちからじまん,特,719,272,301,405,506,520,150,388
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ちからじまん,優,677,256,284,381,477,489,141,365
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,ちからじまん,並,635,240,266,357,447,459,132,342
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,いっぴきおおかみ,極,863,337,345,439,672,676,173,466
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,いっぴきおおかみ,超,794,310,317,404,619,622,159,429
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,いっぴきおおかみ,特,733,286,293,374,572,574,147,396
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,いっぴきおおかみ,優,690,269,276,352,538,541,138,373
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,いっぴきおおかみ,並,647,253,259,330,504,507,130,350
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,むっつりスケベ,極,846,326,324,472,692,624,180,515
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,むっつりスケベ,超,778,300,299,434,636,574,166,474
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,むっつりスケベ,特,719,277,276,401,588,531,153,438
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,むっつりスケベ,優,677,261,260,377,553,499,144,412
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,むっつりスケベ,並,635,245,243,354,519,468,135,386
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おおぐらい,極,830,319,341,486,589,598,173,490
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おおぐらい,超,763,294,314,447,542,551,159,451
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おおぐらい,特,705,272,290,413,501,509,147,417
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おおぐらい,優,664,256,273,389,472,479,138,392
10010,ワルぼう,⁇⁇系,10000歩,ときどくわるぐち,おおぐらい,並,622,240,256,364,442,449,130,368
9,ブリザード,エレメント系,7000歩,なし,ぬけめがない,極,837,380,368,425,459,536,245,630
9,ブリザード,エレメント系,7000歩,なし,ぬけめがない,超,771,350,339,391,423,494,226,580
9,ブリザード,エレメント系,7000歩,なし,ぬけめがない,特,712,323,313,362,391,456,209,536
9,ブリザード,エレメント系,7000歩,なし,ぬけめがない,優,670,304,295,340,368,429,196,504
9,ブリザード,エレメント系,7000歩,なし,ぬけめがない,並,628,285,276,319,345,402,184,473
9,ブリザード,エレメント系,7000歩,なし,おせっかい,極,796,399,361,438,459,499,265,630
9,ブリザード,エレメント系,7000歩,なし,おせっかい,超,732,368,332,403,423,459,244,580
9,ブリザード,エレメント系,7000歩,なし,おせっかい,特,676,340,307,373,391,424,225,536
9,ブリザード,エレメント系,7000歩,なし,おせっかい,優,637,320,289,351,368,399,212,504
9,ブリザード,エレメント系,7000歩,なし,おせっかい,並,597,300,271,329,345,374,199,473
9,ブリザード,エレメント系,7000歩,なし,ずのうめいせき,極,812,411,343,404,437,563,258,662
9,ブリザード,エレメント系,7000歩,なし,ずのうめいせき,超,747,378,315,372,402,518,237,609
9,ブリザード,エレメント系,7000歩,なし,ずのうめいせき,特,691,349,291,344,371,479,219,563
9,ブリザード,エレメント系,7000歩,なし,ずのうめいせき,優,650,329,274,323,349,451,206,530
9,ブリザード,エレメント系,7000歩,なし,ずのうめいせき,並,609,308,257,303,328,423,193,497
9,ブリザード,エレメント系,7000歩,なし,きれもの,極,812,399,350,404,482,579,228,662
9,ブリザード,エレメント系,7000歩,なし,きれもの,超,747,368,322,372,444,533,210,609
9,ブリザード,エレメント系,7000歩,なし,きれもの,特,691,340,298,344,410,493,194,563
9,ブリザード,エレメント系,7000歩,なし,きれもの,優,650,320,280,323,386,464,183,530
9,ブリザード,エレメント系,7000歩,なし,きれもの,並,609,300,263,303,362,435,171,497
9,ブリザード,エレメント系,7000歩,なし,ちからじまん,極,863,354,391,438,427,510,233,586
9,ブリザード,エレメント系,7000歩,なし,ちからじまん,超,794,326,359,403,393,469,215,540
9,ブリザード,エレメント系,7000歩,なし,ちからじまん,特,733,301,332,373,363,433,198,499
9,ブリザード,エレメント系,7000歩,なし,ちからじまん,優,690,283,313,351,342,408,187,469
9,ブリザード,エレメント系,7000歩,なし,ちからじまん,並,647,266,293,329,321,382,175,440
9,ブリザード,エレメント系,7000歩,なし,いっぴきおおかみ,極,879,373,380,404,482,563,228,599
9,ブリザード,エレメント系,7000歩,なし,いっぴきおおかみ,超,809,343,349,372,444,518,210,551
9,ブリザード,エレメント系,7000歩,なし,いっぴきおおかみ,特,748,317,323,344,410,479,194,509
9,ブリザード,エレメント系,7000歩,なし,いっぴきおおかみ,優,704,298,304,323,386,451,183,479
9,ブリザード,エレメント系,7000歩,なし,いっぴきおおかみ,並,660,280,285,303,362,423,171,449
9,ブリザード,エレメント系,7000歩,なし,むっつりスケベ,極,863,361,357,434,496,520,238,662
9,ブリザード,エレメント系,7000歩,なし,むっつりスケベ,超,794,333,329,399,457,479,219,609
9,ブリザード,エレメント系,7000歩,なし,むっつりスケベ,特,733,307,304,369,422,442,203,563
9,ブリザード,エレメント系,7000歩,なし,むっつりスケベ,優,690,289,286,347,397,416,191,530
9,ブリザード,エレメント系,7000歩,なし,むっつりスケベ,並,647,271,268,326,372,390,179,497
9,ブリザード,エレメント系,7000歩,なし,おおぐらい,極,846,354,376,447,423,499,228,630
9,ブリザード,エレメント系,7000歩,なし,おおぐらい,超,778,326,346,411,389,459,210,580
9,ブリザード,エレメント系,7000歩,なし,おおぐらい,特,719,301,320,380,359,424,194,536
9,ブリザード,エレメント系,7000歩,なし,おおぐらい,優,677,283,301,357,338,399,183,504
9,ブリザード,エレメント系,7000歩,なし,おおぐらい,並,635,266,282,335,317,374,171,473
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ぬけめがない,極,1051,349,540,595,510,153,128,459
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ぬけめがない,超,967,322,497,548,470,141,118,423
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ぬけめがない,特,894,297,459,506,434,131,109,391
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ぬけめがない,優,841,280,432,476,408,123,103,368
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ぬけめがない,並,789,262,405,447,383,115,96,345
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おせっかい,極,999,367,530,613,510,143,139,459
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おせっかい,超,919,338,487,564,470,131,128,423
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おせっかい,特,849,312,450,521,434,121,118,391
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おせっかい,優,799,294,424,491,408,114,111,368
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おせっかい,並,749,275,397,460,383,107,104,345
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ずのうめいせき,極,1020,377,503,566,485,161,135,482
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ずのうめいせき,超,938,347,463,521,446,148,124,444
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ずのうめいせき,特,867,321,427,481,412,137,115,410
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ずのうめいせき,優,816,302,402,453,388,129,108,386
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ずのうめいせき,並,765,283,377,424,364,121,101,362
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,きれもの,極,1020,367,513,566,536,166,120,482
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,きれもの,超,938,338,472,521,493,153,110,444
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,きれもの,特,867,312,437,481,456,141,102,410
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,きれもの,優,816,294,411,453,429,133,96,386
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,きれもの,並,765,275,385,424,402,124,90,362
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ちからじまん,極,1083,325,573,613,475,146,122,427
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ちからじまん,超,996,299,527,564,437,134,112,393
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ちからじまん,特,921,276,487,521,404,124,104,363
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ちからじまん,優,867,260,458,491,380,117,98,342
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,ちからじまん,並,812,244,430,460,356,110,92,321
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,いっぴきおおかみ,極,1104,343,557,566,536,161,120,437
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,いっぴきおおかみ,超,1016,315,512,521,493,148,110,402
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,いっぴきおおかみ,特,939,291,473,481,456,137,102,371
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,いっぴきおおかみ,優,883,274,445,453,429,129,96,349
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,いっぴきおおかみ,並,828,257,418,424,402,121,90,328
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,むっつりスケベ,極,1083,332,524,607,551,149,125,482
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,むっつりスケベ,超,996,306,482,559,507,137,115,444
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,むっつりスケベ,特,921,282,446,516,469,127,106,410
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,むっつりスケベ,優,867,266,420,486,441,119,100,386
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,むっつりスケベ,並,812,249,393,456,414,112,94,362
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おおぐらい,極,1062,325,551,625,470,143,120,459
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おおぐらい,超,977,299,507,575,432,131,110,423
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おおぐらい,特,903,276,469,532,399,121,102,391
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おおぐらい,優,850,260,441,500,376,114,96,368
13,ミイラ男,ゾンビ系,7000歩,いきなりのろい,おおぐらい,並,797,244,414,469,352,107,90,345
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ぬけめがない,極,1050,388,460,521,375,484,298,389
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ぬけめがない,超,966,357,424,480,345,446,275,358
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ぬけめがない,特,893,330,391,443,319,412,254,331
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ぬけめがない,優,840,311,368,417,300,388,239,312
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ぬけめがない,並,788,291,345,391,282,363,224,292
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おせっかい,極,998,408,451,537,375,451,322,389
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おせっかい,超,918,375,415,494,345,415,297,358
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おせっかい,特,848,347,384,457,319,383,274,331
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おせっかい,優,798,326,361,430,300,361,258,312
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おせっかい,並,749,306,339,403,282,338,242,292
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ずのうめいせき,極,1019,420,428,495,357,509,313,409
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ずのうめいせき,超,938,386,394,456,328,468,288,376
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ずのうめいせき,特,866,357,364,421,303,432,266,348
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ずのうめいせき,優,815,336,343,396,285,407,251,327
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ずのうめいせき,並,764,315,321,372,268,382,235,307
36,メーダ,虫系,7000歩,ときどきビリビリバリア,きれもの,極,1019,408,437,495,394,523,278,409
36,メーダ,虫系,7000歩,ときどきビリビリバリア,きれもの,超,938,375,403,456,363,481,255,376
36,メーダ,虫系,7000歩,ときどきビリビリバリア,きれもの,特,866,347,372,421,335,445,236,348
36,メーダ,虫系,7000歩,ときどきビリビリバリア,きれもの,優,815,326,350,396,315,419,222,327
36,メーダ,虫系,7000歩,ときどきビリビリバリア,きれもの,並,764,306,328,372,296,393,208,307
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ちからじまん,極,1082,361,488,537,349,460,284,362
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ちからじまん,超,995,332,449,494,321,424,261,333
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ちからじまん,特,920,307,415,457,297,391,241,308
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ちからじまん,優,866,289,391,430,279,368,227,290
36,メーダ,虫系,7000歩,ときどきビリビリバリア,ちからじまん,並,812,271,366,403,262,345,213,272
36,メーダ,虫系,7000歩,ときどきビリビリバリア,いっぴきおおかみ,極,1103,381,474,495,394,509,278,370
36,メーダ,虫系,7000歩,ときどきビリビリバリア,いっぴきおおかみ,超,1015,350,436,456,363,468,255,340
36,メーダ,虫系,7000歩,ときどきビリビリバリア,いっぴきおおかみ,特,938,324,403,421,335,432,236,315
36,メーダ,虫系,7000歩,ときどきビリビリバリア,いっぴきおおかみ,優,882,305,380,396,315,407,222,296
36,メーダ,虫系,7000歩,ときどきビリビリバリア,いっぴきおおかみ,並,827,286,356,372,296,382,208,278
36,メーダ,虫系,7000歩,ときどきビリビリバリア,むっつりスケベ,極,1082,369,447,532,405,470,290,409
36,メーダ,虫系,7000歩,ときどきビリビリバリア,むっつりスケベ,超,995,340,411,489,373,432,266,376
36,メーダ,虫系,7000歩,ときどきビリビリバリア,むっつりスケベ,特,920,314,380,452,345,400,246,348
36,メーダ,虫系,7000歩,ときどきビリビリバリア,むっつりスケベ,優,866,295,357,426,324,376,232,327
36,メーダ,虫系,7000歩,ときどきビリビリバリア,むっつりスケベ,並,812,277,335,399,304,353,217,307
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おおぐらい,極,1061,361,470,548,345,451,278,389
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おおぐらい,超,976,332,432,504,318,415,255,358
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おおぐらい,特,902,307,399,465,294,383,236,331
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おおぐらい,優,849,289,376,438,276,361,222,312
36,メーダ,虫系,7000歩,ときどきビリビリバリア,おおぐらい,並,796,271,352,411,259,338,208,292
33,マリンスライム,水系,7000歩,みがわり,ぬけめがない,極,1150,280,375,800,204,455,354,242
33,マリンスライム,水系,7000歩,みがわり,ぬけめがない,超,1058,258,345,736,188,419,326,223
33,マリンスライム,水系,7000歩,みがわり,ぬけめがない,特,978,238,319,680,174,387,301,206
33,マリンスライム,水系,7000歩,みがわり,ぬけめがない,優,920,224,300,640,164,364,284,194
33,マリンスライム,水系,7000歩,みがわり,ぬけめがない,並,863,210,282,600,153,342,266,182
33,マリンスライム,水系,7000歩,みがわり,おせっかい,極,1093,294,368,824,204,424,383,242
33,マリンスライム,水系,7000歩,みがわり,おせっかい,超,1006,271,339,759,188,390,352,223
33,マリンスライム,水系,7000歩,みがわり,おせっかい,特,929,250,313,701,174,360,325,206
33,マリンスライム,水系,7000歩,みがわり,おせっかい,優,874,236,294,660,164,339,306,194
33,マリンスライム,水系,7000歩,みがわり,おせっかい,並,820,221,276,618,153,318,287,182
33,マリンスライム,水系,7000歩,みがわり,ずのうめいせき,極,1116,303,349,760,194,478,372,255
33,マリンスライム,水系,7000歩,みがわり,ずのうめいせき,超,1027,279,321,700,179,440,342,234
33,マリンスライム,水系,7000歩,みがわり,ずのうめいせき,特,949,258,297,646,165,407,316,216
33,マリンスライム,水系,7000歩,みがわり,ずのうめいせき,優,893,242,279,608,156,383,298,204
33,マリンスライム,水系,7000歩,みがわり,ずのうめいせき,並,837,227,262,570,146,359,279,191
33,マリンスライム,水系,7000歩,みがわり,きれもの,極,1116,294,357,760,215,492,330,255
33,マリンスライム,水系,7000歩,みがわり,きれもの,超,1027,271,328,700,198,453,303,234
33,マリンスライム,水系,7000歩,みがわり,きれもの,特,949,250,303,646,183,418,280,216
33,マリンスライム,水系,7000歩,みがわり,きれもの,優,893,236,285,608,172,394,264,204
33,マリンスライム,水系,7000歩,みがわり,きれもの,並,837,221,268,570,161,369,247,191
33,マリンスライム,水系,7000歩,みがわり,ちからじまん,極,1185,261,398,824,190,433,337,226
33,マリンスライム,水系,7000歩,みがわり,ちからじまん,超,1090,240,366,759,175,398,310,208
33,マリンスライム,水系,7000歩,みがわり,ちからじまん,特,1007,222,338,701,162,368,286,192
33,マリンスライム,水系,7000歩,みがわり,ちからじまん,優,948,209,318,660,152,346,270,181
33,マリンスライム,水系,7000歩,みがわり,ちからじまん,並,889,196,299,618,143,325,253,169
33,マリンスライム,水系,7000歩,みがわり,いっぴきおおかみ,極,1208,275,387,760,215,478,330,230
33,マリンスライム,水系,7000歩,みがわり,いっぴきおおかみ,超,1111,253,356,700,198,440,303,212
33,マリンスライム,水系,7000歩,みがわり,いっぴきおおかみ,特,1027,234,329,646,183,407,280,196
33,マリンスライム,水系,7000歩,みがわり,いっぴきおおかみ,優,966,220,309,608,172,383,264,184
33,マリンスライム,水系,7000歩,みがわり,いっぴきおおかみ,並,906,206,290,570,161,359,247,173
33,マリンスライム,水系,7000歩,みがわり,むっつりスケベ,極,1185,266,364,816,221,442,344,255
33,マリンスライム,水系,7000歩,みがわり,むっつりスケベ,超,1090,245,335,751,203,407,316,234
33,マリンスライム,水系,7000歩,みがわり,むっつりスケベ,特,1007,227,310,694,188,376,292,216
33,マリンスライム,水系,7000歩,みがわり,むっつりスケベ,優,948,213,291,653,177,354,275,204
33,マリンスライム,水系,7000歩,みがわり,むっつりスケベ,並,889,200,273,612,166,332,258,191
33,マリンスライム,水系,7000歩,みがわり,おおぐらい,極,1162,261,383,840,188,424,330,242
33,マリンスライム,水系,7000歩,みがわり,おおぐらい,超,1069,240,352,773,173,390,303,223
33,マリンスライム,水系,7000歩,みがわり,おおぐらい,特,988,222,326,714,160,360,280,206
33,マリンスライム,水系,7000歩,みがわり,おおぐらい,優,930,209,306,672,151,339,264,194
33,マリンスライム,水系,7000歩,みがわり,おおぐらい,並,872,196,287,630,141,318,247,182
37,てつのさそり,虫系,7000歩,みがわり,ぬけめがない,極,1250,233,450,816,100,153,213,112
37,てつのさそり,虫系,7000歩,みがわり,ぬけめがない,超,1150,215,414,751,92,141,196,104
37,てつのさそり,虫系,7000歩,みがわり,ぬけめがない,特,1063,199,383,694,85,131,182,96
37,てつのさそり,虫系,7000歩,みがわり,ぬけめがない,優,1000,187,360,653,80,123,171,90
37,てつのさそり,虫系,7000歩,みがわり,ぬけめがない,並,938,175,338,612,75,115,160,84
37,てつのさそり,虫系,7000歩,みがわり,おせっかい,極,1188,245,441,841,100,143,231,112
37,てつのさそり,虫系,7000歩,みがわり,おせっかい,超,1093,226,406,774,92,131,212,104
37,てつのさそり,虫系,7000歩,みがわり,おせっかい,特,1010,208,375,715,85,121,196,96
37,てつのさそり,虫系,7000歩,みがわり,おせっかい,優,950,196,353,673,80,114,185,90
37,てつのさそり,虫系,7000歩,みがわり,おせっかい,並,891,184,331,631,75,107,173,84
37,てつのさそり,虫系,7000歩,みがわり,ずのうめいせき,極,1213,252,419,776,95,161,224,118
37,てつのさそり,虫系,7000歩,みがわり,ずのうめいせき,超,1116,232,386,714,88,148,206,109
37,てつのさそり,虫系,7000歩,みがわり,ずのうめいせき,特,1031,214,356,659,81,137,191,100
37,てつのさそり,虫系,7000歩,みがわり,ずのうめいせき,優,970,202,335,621,76,129,179,95
37,てつのさそり,虫系,7000歩,みがわり,ずのうめいせき,並,910,189,314,582,72,121,168,89
37,てつのさそり,虫系,7000歩,みがわり,きれもの,極,1213,245,428,776,105,166,199,118
37,てつのさそり,虫系,7000歩,みがわり,きれもの,超,1116,226,394,714,97,153,183,109
37,てつのさそり,虫系,7000歩,みがわり,きれもの,特,1031,208,364,659,90,141,169,100
37,てつのさそり,虫系,7000歩,みがわり,きれもの,優,970,196,342,621,84,133,159,95
37,てつのさそり,虫系,7000歩,みがわり,きれもの,並,910,184,321,582,79,124,149,89
37,てつのさそり,虫系,7000歩,みがわり,ちからじまん,極,1288,217,477,841,93,146,203,105
37,てつのさそり,虫系,7000歩,みがわり,ちからじまん,超,1185,200,439,774,86,134,187,96
37,てつのさそり,虫系,7000歩,みがわり,ちからじまん,特,1095,185,406,715,80,124,172,89
37,てつのさそり,虫系,7000歩,みがわり,ちからじまん,優,1030,174,382,673,75,117,162,84
37,てつのさそり,虫系,7000歩,みがわり,ちからじまん,並,966,163,358,631,70,110,152,79
37,てつのさそり,虫系,7000歩,みがわり,いっぴきおおかみ,極,1313,229,464,776,105,161,199,107
37,てつのさそり,虫系,7000歩,みがわり,いっぴきおおかみ,超,1208,211,427,714,97,148,183,98
37,てつのさそり,虫系,7000歩,みがわり,いっぴきおおかみ,特,1116,195,394,659,90,137,169,91
37,てつのさそり,虫系,7000歩,みがわり,いっぴきおおかみ,優,1050,183,371,621,84,129,159,86
37,てつのさそり,虫系,7000歩,みがわり,いっぴきおおかみ,並,985,172,348,582,79,121,149,80
37,てつのさそり,虫系,7000歩,みがわり,むっつりスケベ,極,1288,222,437,833,108,149,207,118
37,てつのさそり,虫系,7000歩,みがわり,むっつりスケベ,超,1185,204,402,766,100,137,191,109
37,てつのさそり,虫系,7000歩,みがわり,むっつりスケベ,特,1095,189,372,708,92,127,176,100
37,てつのさそり,虫系,7000歩,みがわり,むっつりスケベ,優,1030,178,350,666,87,119,166,95
37,てつのさそり,虫系,7000歩,みがわり,むっつりスケベ,並,966,167,328,625,81,112,155,89
37,てつのさそり,虫系,7000歩,みがわり,おおぐらい,極,1263,217,459,857,92,143,199,112
37,てつのさそり,虫系,7000歩,みがわり,おおぐらい,超,1162,200,423,789,85,131,183,104
37,てつのさそり,虫系,7000歩,みがわり,おおぐらい,特,1074,185,391,729,79,121,169,96
37,てつのさそり,虫系,7000歩,みがわり,おおぐらい,優,1010,174,368,686,74,114,159,90
37,てつのさそり,虫系,7000歩,みがわり,おおぐらい,並,947,163,345,643,69,107,149,84
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,ぬけめがない,極,851,268,552,656,639,145,119,368
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,ぬけめがない,超,783,247,508,604,588,134,110,339
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,ぬけめがない,特,724,228,470,558,544,124,102,313
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,ぬけめがない,優,681,215,442,525,512,116,96,295
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,ぬけめがない,並,639,201,414,492,480,109,90,276
20,ガチャコッコ,マシン系,7000歩,いきなりピオリム,おせっかい,極,809,282,541,676,639,135,129,368
